Device : ;PAX1000IR2/M
Serial Number : ;M00533422
Firmware Version : ;1.0.3
Software Version : ;1.3.1907.145
Wavelength [nm] : ;1550
Basic Sample Rate [Hz] : ;60
Operating Mode : ;2 revolutions for one measurement, 512 points for FFT

Time[date hh:mm:ss] ; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2023-04-18 16:03:09.95;0.00:00:02:784;0.34;-0.55;0.77;0.2306;0.07487;-0.1219;0.1714;-29.22;25.07;96.85;74.35;62.06;0.2306;0.2233;0.007271;-6.372;-6.511;-21.384;0.67;125.42;
2023-04-18 16:03:10.20;0.00:00:03:037;0.33;-0.55;0.76;0.2305;0.07425;-0.1235;0.1707;-29.49;24.92;96.93;74.07;62.52;0.2305;0.2234;0.007075;-6.374;-6.509;-21.503;0.67;125.88;
2023-04-18 16:03:10.45;0.00:00:03:286;0.33;-0.56;0.76;0.2306;0.0742;-0.1245;0.1699;-29.60;24.77;96.85;73.68;62.85;0.2306;0.2234;0.007273;-6.371;-6.510;-21.383;0.67;126.23;
2023-04-18 16:03:10.70;0.00:00:03:535;0.33;-0.56;0.76;0.2306;0.07417;-0.1245;0.1699;-29.61;24.77;96.85;73.69;62.85;0.2306;0.2233;0.007255;-6.372;-6.510;-21.393;0.67;126.23;
2023-04-18 16:03:10.95;0.00:00:03:788;0.33;-0.57;0.75;0.2307;0.07394;-0.1268;0.1684;-29.88;24.46;96.83;73.00;63.62;0.2307;0.2234;0.007302;-6.370;-6.509;-21.366;0.67;126.98;
2023-04-18 16:03:11.21;0.00:00:04:039;0.33;-0.57;0.75;0.2306;0.07389;-0.1268;0.1684;-29.88;24.47;96.85;73.02;63.63;0.2306;0.2234;0.007263;-6.371;-6.510;-21.389;0.67;126.97;
2023-04-18 16:03:11.46;0.00:00:04:292;0.33;-0.58;0.74;0.2306;0.07372;-0.1299;0.166;-30.21;24.02;96.86;72.02;64.77;0.2306;0.2233;0.007234;-6.372;-6.511;-21.406;0.67;128.03;
2023-04-18 16:03:11.71;0.00:00:04:542;0.33;-0.58;0.74;0.2304;0.07367;-0.1298;0.1659;-30.21;24.02;96.86;72.01;64.77;0.2304;0.2232;0.007245;-6.375;-6.514;-21.400;0.67;128.03;
2023-04-18 16:03:11.96;0.00:00:04:794;0.33;-0.58;0.74;0.2303;0.07354;-0.1302;0.1658;-30.27;23.98;96.93;71.98;64.92;0.2303;0.2232;0.007064;-6.378;-6.513;-21.510;0.66;128.14;
2023-04-18 16:03:12.21;0.00:00:05:044;0.33;-0.59;0.74;0.2304;0.0738;-0.1316;0.1644;-30.36;23.73;96.87;71.38;65.49;0.2304;0.2232;0.007206;-6.376;-6.514;-21.423;0.67;128.67;
2023-04-18 16:03:12.47;0.00:00:05:303;0.33;-0.59;0.74;0.2304;0.07378;-0.1317;0.1644;-30.37;23.72;96.89;71.38;65.52;0.2304;0.2232;0.007163;-6.376;-6.513;-21.449;0.67;128.69;
2023-04-18 16:03:12.72;0.00:00:05:550;0.33;-0.60;0.72;0.2305;0.07438;-0.135;0.1616;-30.57;23.18;96.89;70.13;66.85;0.2305;0.2233;0.007169;-6.373;-6.511;-21.446;0.67;129.86;
2023-04-18 16:03:12.97;0.00:00:05:800;0.33;-0.60;0.72;0.2306;0.07448;-0.135;0.1617;-30.56;23.18;96.89;70.12;66.87;0.2306;0.2235;0.007175;-6.371;-6.508;-21.442;0.67;129.86;
2023-04-18 16:03:13.22;0.00:00:06:052;0.34;-0.61;0.71;0.2307;0.07516;-0.1372;0.1596;-30.65;22.79;96.88;69.19;67.82;0.2307;0.2235;0.007197;-6.369;-6.507;-21.428;0.67;130.68;
2023-04-18 16:03:13.47;0.00:00:06:301;0.34;-0.61;0.71;0.2309;0.07527;-0.1375;0.1597;-30.65;22.76;96.92;69.16;67.90;0.2309;0.2237;0.007102;-6.367;-6.502;-21.486;0.67;130.74;
2023-04-18 16:03:13.72;0.00:00:06:553;0.34;-0.61;0.71;0.2308;0.07524;-0.1376;0.1596;-30.67;22.75;96.94;69.15;67.94;0.2308;0.2238;0.00706;-6.367;-6.502;-21.512;0.67;130.76;
2023-04-18 16:03:13.97;0.00:00:06:805;0.34;-0.62;0.71;0.2309;0.07587;-0.139;0.1581;-30.69;22.47;96.91;68.46;68.60;0.2309;0.2238;0.00713;-6.366;-6.502;-21.469;0.67;131.33;
2023-04-18 16:03:14.22;0.00:00:07:053;0.34;-0.62;0.71;0.231;0.07593;-0.1391;0.1581;-30.69;22.47;96.92;68.46;68.61;0.231;0.2239;0.007114;-6.364;-6.500;-21.479;0.67;131.34;
2023-04-18 16:03:14.48;0.00:00:07:309;0.35;-0.63;0.69;0.2311;0.07788;-0.1421;0.1548;-30.64;21.84;96.94;66.96;70.10;0.2311;0.2241;0.007063;-6.361;-6.496;-21.510;0.67;132.55;
2023-04-18 16:03:14.73;0.00:00:07:560;0.35;-0.63;0.69;0.2312;0.07787;-0.1422;0.1549;-30.64;21.85;96.97;66.99;70.11;0.2312;0.2242;0.007011;-6.360;-6.494;-21.542;0.67;132.55;
2023-04-18 16:03:14.98;0.00:00:07:813;0.35;-0.64;0.68;0.2313;0.07948;-0.1442;0.1523;-30.57;21.39;96.97;65.86;71.18;0.2313;0.2243;0.007003;-6.358;-6.492;-21.547;0.68;133.43;
2023-04-18 16:03:15.23;0.00:00:08:062;0.35;-0.64;0.68;0.2313;0.0794;-0.1443;0.1523;-30.59;21.38;97.00;65.87;71.21;0.2313;0.2243;0.006928;-6.359;-6.491;-21.594;0.68;133.45;
2023-04-18 16:03:15.48;0.00:00:08:314;0.36;-0.65;0.67;0.2311;0.08006;-0.1454;0.1511;-30.58;21.16;97.10;65.36;71.80;0.2311;0.2244;0.006706;-6.362;-6.490;-21.735;0.68;133.90;
2023-04-18 16:03:15.74;0.00:00:08:569;0.36;-0.65;0.67;0.2314;0.0813;-0.1463;0.1497;-30.47;20.90;97.01;64.67;72.31;0.2314;0.2245;0.006921;-6.356;-6.488;-21.598;0.68;134.35;
2023-04-18 16:03:15.99;0.00:00:08:819;0.36;-0.65;0.67;0.2314;0.08124;-0.1463;0.1496;-30.48;20.90;97.03;64.68;72.33;0.2314;0.2245;0.006864;-6.357;-6.488;-21.634;0.68;134.35;
2023-04-18 16:03:16.24;0.00:00:09:072;0.37;-0.66;0.66;0.2314;0.08307;-0.148;0.1471;-30.35;20.46;97.07;63.58;73.35;0.2314;0.2246;0.006779;-6.357;-6.486;-21.688;0.68;135.17;
2023-04-18 16:03:16.49;0.00:00:09:321;0.37;-0.66;0.66;0.2313;0.08301;-0.1479;0.147;-30.35;20.46;97.06;63.58;73.34;0.2313;0.2245;0.006803;-6.359;-6.488;-21.673;0.68;135.17;
2023-04-18 16:03:16.74;0.00:00:09:573;0.38;-0.66;0.65;0.2311;0.08439;-0.1493;0.145;-30.26;20.10;97.20;62.74;74.24;0.2311;0.2246;0.006475;-6.363;-6.486;-21.888;0.69;135.85;
2023-04-18 16:03:16.99;0.00:00:09:823;0.38;-0.67;0.64;0.2313;0.08516;-0.1495;0.1443;-30.16;20.00;97.10;62.41;74.38;0.2313;0.2246;0.006718;-6.359;-6.487;-21.727;0.69;136.00;
2023-04-18 16:03:17.24;0.00:00:10:075;0.38;-0.67;0.64;0.2312;0.08513;-0.1494;0.1443;-30.17;20.00;97.11;62.42;74.39;0.2312;0.2245;0.00667;-6.361;-6.488;-21.759;0.69;136.00;
2023-04-18 16:03:17.49;0.00:00:10:325;0.39;-0.67;0.63;0.231;0.0875;-0.1509;0.1413;-29.95;19.50;97.16;61.14;75.50;0.231;0.2245;0.006569;-6.363;-6.489;-21.825;0.69;136.89;
2023-04-18 16:03:17.74;0.00:00:10:575;0.39;-0.67;0.63;0.231;0.08759;-0.1508;0.1413;-29.92;19.51;97.13;61.15;75.46;0.231;0.2244;0.006631;-6.363;-6.490;-21.784;0.70;136.86;
2023-04-18 16:03:17.99;0.00:00:10:825;0.41;-0.68;0.61;0.2309;0.0916;-0.1527;0.1366;-29.52;18.75;97.22;59.17;77.14;0.2309;0.2244;0.006414;-6.367;-6.489;-21.929;0.70;138.19;
2023-04-18 16:03:18.26;0.00:00:11:088;0.41;-0.68;0.61;0.2306;0.09147;-0.1526;0.1365;-29.53;18.75;97.22;59.18;77.14;0.2306;0.2242;0.006401;-6.371;-6.493;-21.938;0.70;138.19;
2023-04-18 16:03:18.51;0.00:00:11:341;0.42;-0.68;0.60;0.2305;0.09388;-0.1533;0.1338;-29.26;18.33;97.26;58.07;78.02;0.2305;0.2241;0.006323;-6.374;-6.495;-21.991;0.71;138.89;
2023-04-18 16:03:18.76;0.00:00:11:590;0.42;-0.68;0.60;0.2303;0.09379;-0.1531;0.1338;-29.26;18.35;97.24;58.10;77.97;0.2303;0.2239;0.006363;-6.377;-6.499;-21.964;0.71;138.85;
2023-04-18 16:03:19.01;0.00:00:11:841;0.42;-0.68;0.60;0.2301;0.09367;-0.1531;0.1337;-29.27;18.34;97.25;58.10;77.99;0.2301;0.2238;0.006334;-6.381;-6.502;-21.983;0.71;138.87;
2023-04-18 16:03:19.26;0.00:00:12:093;0.43;-0.69;0.58;0.23;0.0967;-0.1539;0.1305;-28.93;17.84;97.30;56.74;79.04;0.23;0.2238;0.006207;-6.383;-6.502;-22.071;0.72;139.71;
2023-04-18 16:03:19.51;0.00:00:12:342;0.43;-0.69;0.58;0.23;0.09674;-0.154;0.1305;-28.93;17.83;97.30;56.73;79.05;0.23;0.2238;0.006214;-6.382;-6.501;-22.066;0.72;139.71;
2023-04-18 16:03:19.76;0.00:00:12:592;0.44;-0.69;0.57;0.2302;0.09945;-0.1545;0.128;-28.62;17.44;97.30;55.63;79.83;0.2302;0.2239;0.00621;-6.380;-6.499;-22.069;0.72;140.35;
2023-04-18 16:03:20.01;0.00:00:12:844;0.44;-0.69;0.57;0.2302;0.09945;-0.1547;0.1281;-28.63;17.43;97.34;55.64;79.87;0.2302;0.2241;0.006126;-6.378;-6.495;-22.129;0.72;140.37;
2023-04-18 16:03:20.26;0.00:00:13:097;0.45;-0.69;0.57;0.2303;0.1004;-0.1551;0.1272;-28.54;17.28;97.43;55.25;80.24;0.2303;0.2244;0.005926;-6.377;-6.491;-22.273;0.72;140.64;
2023-04-18 16:03:20.51;0.00:00:13:347;0.46;-0.69;0.56;0.2305;0.1025;-0.1554;0.1255;-28.30;17.00;97.39;54.45;80.74;0.2305;0.2245;0.006025;-6.373;-6.488;-22.200;0.73;141.07;
2023-04-18 16:03:20.76;0.00:00:13:598;0.46;-0.69;0.56;0.2306;0.1025;-0.1555;0.1256;-28.31;16.99;97.41;54.45;80.78;0.2306;0.2247;0.005965;-6.371;-6.485;-22.244;0.73;141.09;
2023-04-18 16:03:21.02;0.00:00:13:850;0.48;-0.69;0.54;0.2307;0.1075;-0.156;0.1212;-27.72;16.30;97.47;52.51;82.12;0.2307;0.2249;0.005838;-6.369;-6.480;-22.337;0.74;142.17;
2023-04-18 16:03:21.26;0.00:00:14:096;0.48;-0.69;0.54;0.2308;0.1074;-0.1561;0.1212;-27.73;16.30;97.46;52.51;82.11;0.2308;0.2249;0.005861;-6.369;-6.480;-22.320;0.74;142.18;
2023-04-18 16:03:21.51;0.00:00:14:348;0.49;-0.69;0.52;0.2309;0.111;-0.1563;0.1182;-27.30;15.83;97.54;51.19;83.03;0.2309;0.2252;0.005686;-6.366;-6.474;-22.452;0.75;142.90;
2023-04-18 16:03:21.76;0.00:00:14:595;0.49;-0.69;0.53;0.2309;0.111;-0.1561;0.1183;-27.29;15.84;97.50;51.22;82.96;0.2309;0.2251;0.005779;-6.366;-6.476;-22.382;0.75;142.86;
2023-04-18 16:03:22.01;0.00:00:14:847;0.50;-0.69;0.52;0.2308;0.1116;-0.1564;0.1176;-27.25;15.74;97.64;50.98;83.28;0.2308;0.2253;0.00544;-6.368;-6.472;-22.644;0.75;143.06;
2023-04-18 16:03:22.26;0.00:00:15:098;0.53;-0.69;0.49;0.2309;0.1192;-0.1557;0.1112;-26.29;14.78;97.62;48.15;84.92;0.2309;0.2254;0.005486;-6.366;-6.471;-22.608;0.76;144.48;
2023-04-18 16:03:22.51;0.00:00:15:347;0.53;-0.69;0.49;0.2309;0.1192;-0.1557;0.1112;-26.29;14.78;97.63;48.16;84.93;0.2309;0.2254;0.005461;-6.366;-6.470;-22.627;0.76;144.47;
2023-04-18 16:03:22.77;0.00:00:15:600;0.54;-0.69;0.48;0.2309;0.1226;-0.1554;0.1082;-25.86;14.33;97.72;46.88;85.74;0.2309;0.2256;0.005275;-6.366;-6.467;-22.778;0.77;145.14;
2023-04-18 16:03:23.02;0.00:00:15:852;0.54;-0.69;0.48;0.2308;0.1225;-0.1553;0.1082;-25.87;14.34;97.68;46.89;85.69;0.2308;0.2254;0.00535;-6.368;-6.470;-22.717;0.77;145.13;
2023-04-18 16:03:23.27;0.00:00:16:105;0.56;-0.69;0.46;0.2306;0.1263;-0.1547;0.1047;-25.39;13.83;97.78;45.39;86.60;0.2306;0.2255;0.00513;-6.371;-6.469;-22.899;0.78;145.92;
2023-04-18 16:03:23.52;0.00:00:16:355;0.56;-0.69;0.46;0.2307;0.1265;-0.1547;0.1046;-25.37;13.82;97.76;45.35;86.61;0.2307;0.2256;0.005158;-6.369;-6.467;-22.875;0.78;145.93;
2023-04-18 16:03:23.78;0.00:00:16:609;0.56;-0.69;0.46;0.2308;0.1265;-0.1547;0.1047;-25.36;13.82;97.77;45.35;86.61;0.2308;0.2256;0.005158;-6.368;-6.466;-22.875;0.78;145.93;
2023-04-18 16:03:24.03;0.00:00:16:862;0.59;-0.68;0.44;0.2306;0.133;-0.1532;0.09879;-24.52;12.98;97.86;42.83;87.99;0.2306;0.2257;0.004935;-6.371;-6.465;-23.068;0.79;147.19;
2023-04-18 16:03:24.28;0.00:00:17:112;0.59;-0.68;0.44;0.2307;0.1331;-0.1532;0.09882;-24.51;12.98;97.85;42.84;87.97;0.2307;0.2257;0.004963;-6.370;-6.464;-23.042;0.79;147.18;
2023-04-18 16:03:24.53;0.00:00:17:365;0.60;-0.67;0.43;0.2305;0.1362;-0.1522;0.09618;-24.08;12.61;97.91;41.72;88.58;0.2305;0.2257;0.004815;-6.372;-6.464;-23.174;0.80;147.70;
2023-04-18 16:03:24.78;0.00:00:17:615;0.60;-0.67;0.43;0.2305;0.1362;-0.152;0.09617;-24.07;12.61;97.89;41.72;88.55;0.2305;0.2256;0.004871;-6.373;-6.466;-23.124;0.80;147.68;
2023-04-18 16:03:25.03;0.00:00:17:868;0.62;-0.67;0.41;0.2305;0.1397;-0.1509;0.0936;-23.60;12.24;98.01;40.61;89.20;0.2305;0.2259;0.00459;-6.373;-6.461;-23.382;0.81;148.19;
2023-04-18 16:03:25.29;0.00:00:18:119;0.63;-0.66;0.41;0.2307;0.1414;-0.1503;0.09223;-23.37;12.04;97.98;39.99;89.45;0.2307;0.226;0.004654;-6.370;-6.459;-23.322;0.81;148.46;
2023-04-18 16:03:25.54;0.00:00:18:370;0.63;-0.66;0.41;0.2307;0.1414;-0.1502;0.09225;-23.37;12.05;97.97;39.99;89.44;0.2307;0.226;0.004678;-6.370;-6.459;-23.299;0.81;148.45;
2023-04-18 16:03:25.79;0.00:00:18:624;0.65;-0.65;0.39;0.2306;0.1465;-0.1479;0.08811;-22.64;11.47;98.04;38.22;90.29;0.2306;0.226;0.004509;-6.372;-6.458;-23.460;0.82;149.22;
2023-04-18 16:03:26.04;0.00:00:18:875;0.65;-0.65;0.39;0.2306;0.1465;-0.1479;0.08811;-22.64;11.47;98.05;38.21;90.30;0.2306;0.2261;0.0045;-6.372;-6.457;-23.467;0.82;149.22;
2023-04-18 16:03:26.29;0.00:00:19:127;0.67;-0.65;0.38;0.2305;0.1506;-0.1459;0.08488;-22.05;11.02;98.13;36.82;90.96;0.2305;0.2262;0.00431;-6.373;-6.455;-23.656;0.83;149.81;
2023-04-18 16:03:26.55;0.00:00:19:379;0.67;-0.64;0.38;0.2306;0.1506;-0.1459;0.08489;-22.04;11.02;98.12;36.82;90.96;0.2306;0.2262;0.004324;-6.372;-6.454;-23.642;0.83;149.81;
2023-04-18 16:03:26.80;0.00:00:19:630;0.67;-0.64;0.37;0.2306;0.1508;-0.1459;0.0848;-22.02;11.00;98.15;36.78;91.00;0.2306;0.2263;0.004255;-6.372;-6.453;-23.711;0.83;149.83;
2023-04-18 16:03:27.05;0.00:00:19:880;0.69;-0.63;0.36;0.2305;0.1559;-0.1428;0.08053;-21.24;10.42;98.18;34.94;91.75;0.2305;0.2263;0.004201;-6.374;-6.454;-23.767;0.84;150.58;
2023-04-18 16:03:27.30;0.00:00:20:132;0.69;-0.63;0.36;0.2304;0.1559;-0.1428;0.08052;-21.24;10.42;98.18;34.94;91.76;0.2304;0.2263;0.004183;-6.374;-6.454;-23.786;0.84;150.59;
2023-04-18 16:03:27.55;0.00:00:20:384;0.71;-0.62;0.34;0.2303;0.1612;-0.1396;0.07611;-20.45;9.82;98.29;33.04;92.57;0.2303;0.2264;0.003934;-6.377;-6.451;-24.051;0.86;151.40;
2023-04-18 16:03:27.80;0.00:00:20:634;0.71;-0.62;0.34;0.2303;0.1611;-0.1395;0.07607;-20.45;9.82;98.28;33.04;92.57;0.2303;0.2263;0.00395;-6.378;-6.453;-24.034;0.86;151.40;
2023-04-18 16:03:28.05;0.00:00:20:885;0.71;-0.62;0.34;0.2303;0.1612;-0.1394;0.07608;-20.43;9.82;98.28;33.04;92.56;0.2303;0.2263;0.003952;-6.378;-6.453;-24.032;0.86;151.38;
2023-04-18 16:03:28.30;0.00:00:21:136;0.73;-0.60;0.32;0.2301;0.1651;-0.1366;0.07277;-19.80;9.38;98.35;31.63;93.13;0.2301;0.2263;0.003794;-6.381;-6.453;-24.209;0.86;151.96;
2023-04-18 16:03:28.56;0.00:00:21:397;0.73;-0.60;0.32;0.23;0.165;-0.1366;0.07273;-19.80;9.38;98.34;31.62;93.12;0.23;0.2262;0.003817;-6.383;-6.455;-24.182;0.86;151.96;
2023-04-18 16:03:28.82;0.00:00:21:656;0.75;-0.59;0.30;0.2299;0.1704;-0.1324;0.06812;-18.93;8.76;98.44;29.63;93.87;0.2299;0.2263;0.00359;-6.384;-6.453;-24.449;0.88;152.78;
2023-04-18 16:03:29.07;0.00:00:21:906;0.75;-0.59;0.30;0.2299;0.1704;-0.1324;0.0681;-18.92;8.76;98.43;29.62;93.87;0.2299;0.2263;0.003607;-6.385;-6.453;-24.428;0.88;152.78;
2023-04-18 16:03:29.33;0.00:00:22:159;0.77;-0.57;0.29;0.2298;0.1743;-0.1292;0.06481;-18.27;8.32;98.52;28.20;94.40;0.2298;0.2264;0.003399;-6.386;-6.451;-24.687;0.88;153.36;
2023-04-18 16:03:29.58;0.00:00:22:408;0.77;-0.57;0.29;0.2296;0.1741;-0.1291;0.06474;-18.28;8.32;98.49;28.19;94.37;0.2296;0.2262;0.003457;-6.390;-6.456;-24.613;0.88;153.36;
2023-04-18 16:03:29.83;0.00:00:22:660;0.79;-0.55;0.27;0.2292;0.1784;-0.1248;0.06069;-17.49;7.79;98.62;26.49;95.00;0.2292;0.226;0.003161;-6.399;-6.459;-25.002;0.89;154.07;
2023-04-18 16:03:30.08;0.00:00:22:912;0.79;-0.55;0.27;0.2293;0.179;-0.1241;0.06013;-17.37;7.72;98.56;26.23;95.01;0.2293;0.226;0.003296;-6.397;-6.460;-24.820;0.90;154.15;
2023-04-18 16:03:30.33;0.00:00:23:162;0.79;-0.55;0.27;0.2293;0.179;-0.1242;0.06014;-17.37;7.72;98.59;26.23;95.03;0.2293;0.226;0.003238;-6.397;-6.459;-24.898;0.90;154.15;
2023-04-18 16:03:30.58;0.00:00:23:415;0.81;-0.53;0.25;0.2292;0.1827;-0.1203;0.05684;-16.68;7.28;98.62;24.80;95.45;0.2292;0.226;0.003163;-6.398;-6.459;-24.999;0.90;154.71;
2023-04-18 16:03:30.83;0.00:00:23:666;0.81;-0.53;0.25;0.2291;0.1826;-0.1204;0.05682;-16.70;7.28;98.64;24.80;95.47;0.2291;0.226;0.003117;-6.399;-6.459;-25.063;0.90;154.74;
2023-04-18 16:03:31.08;0.00:00:23:917;0.83;-0.51;0.23;0.2291;0.1882;-0.1143;0.05173;-15.64;6.61;98.74;22.58;96.12;0.2291;0.2262;0.002889;-6.400;-6.455;-25.393;0.92;155.66;
2023-04-18 16:03:31.33;0.00:00:24:168;0.83;-0.51;0.23;0.2292;0.1883;-0.1144;0.0518;-15.64;6.62;98.75;22.60;96.13;0.2292;0.2263;0.002863;-6.399;-6.453;-25.432;0.92;155.64;
2023-04-18 16:03:31.60;0.00:00:24:437;0.83;-0.50;0.23;0.2291;0.1887;-0.1139;0.05145;-15.56;6.57;98.80;22.46;96.21;0.2291;0.2263;0.002752;-6.400;-6.453;-25.603;0.92;155.69;
2023-04-18 16:03:31.85;0.00:00:24:688;0.85;-0.49;0.21;0.2291;0.1917;-0.1101;0.0486;-14.94;6.20;98.78;21.21;96.48;0.2291;0.2263;0.002786;-6.399;-6.452;-25.551;0.92;156.19;
2023-04-18 16:03:32.11;0.00:00:24:939;0.85;-0.49;0.21;0.2291;0.1917;-0.1102;0.04861;-14.94;6.20;98.80;21.22;96.50;0.2291;0.2264;0.002748;-6.399;-6.452;-25.609;0.92;156.19;
2023-04-18 16:03:32.36;0.00:00:25:191;0.87;-0.46;0.19;0.2291;0.1962;-0.1043;0.04402;-14.00;5.60;98.88;19.21;97.00;0.2291;0.2265;0.002566;-6.400;-6.449;-25.908;0.93;157.13;
2023-04-18 16:03:32.61;0.00:00:25:443;0.87;-0.46;0.19;0.229;0.1962;-0.1043;0.044;-14.00;5.60;98.88;19.21;96.99;0.229;0.2265;0.002571;-6.401;-6.450;-25.899;0.93;157.12;
2023-04-18 16:03:32.86;0.00:00:25:697;0.89;-0.43;0.17;0.2289;0.2007;-0.09766;0.03904;-12.97;4.96;98.97;17.05;97.49;0.2289;0.2266;0.002365;-6.403;-6.448;-26.261;0.94;158.21;
2023-04-18 16:03:33.12;0.00:00:25:949;0.89;-0.43;0.17;0.2289;0.2007;-0.09765;0.03905;-12.97;4.96;98.97;17.06;97.48;0.2289;0.2266;0.002368;-6.403;-6.448;-26.257;0.94;158.20;
2023-04-18 16:03:33.37;0.00:00:26:203;0.90;-0.41;0.16;0.2289;0.2031;-0.09404;0.03637;-12.42;4.62;99.07;15.89;97.78;0.2289;0.2267;0.002136;-6.404;-6.445;-26.703;0.95;158.86;
2023-04-18 16:03:33.62;0.00:00:26:452;0.90;-0.41;0.16;0.2288;0.2031;-0.09369;0.03618;-12.38;4.59;99.01;15.81;97.74;0.2288;0.2265;0.002262;-6.405;-6.449;-26.456;0.95;158.89;
2023-04-18 16:03:33.88;0.00:00:26:715;0.90;-0.41;0.16;0.2288;0.2031;-0.09365;0.0362;-12.38;4.60;99.01;15.82;97.74;0.2288;0.2266;0.002262;-6.405;-6.448;-26.454;0.95;158.87;
2023-04-18 16:03:34.14;0.00:00:26:971;0.91;-0.39;0.14;0.2288;0.2067;-0.08746;0.03184;-11.47;4.04;99.10;13.92;98.11;0.2288;0.2267;0.002068;-6.406;-6.445;-26.844;0.96;160.00;
2023-04-18 16:03:34.39;0.00:00:27:222;0.91;-0.39;0.14;0.2287;0.2066;-0.08743;0.03179;-11.47;4.03;99.08;13.90;98.11;0.2287;0.2266;0.002093;-6.407;-6.447;-26.792;0.96;160.02;
2023-04-18 16:03:34.64;0.00:00:27:473;0.93;-0.36;0.12;0.2286;0.2096;-0.08145;0.02779;-10.62;3.52;99.11;12.16;98.36;0.2286;0.2266;0.002032;-6.409;-6.448;-26.921;0.96;161.16;
2023-04-18 16:03:34.89;0.00:00:27:723;0.93;-0.36;0.12;0.2287;0.2097;-0.08149;0.02775;-10.62;3.52;99.13;12.13;98.38;0.2287;0.2267;0.001993;-6.407;-6.445;-27.006;0.96;161.20;
2023-04-18 16:03:35.14;0.00:00:27:975;0.94;-0.34;0.11;0.2286;0.2121;-0.07663;0.02427;-9.93;3.07;99.22;10.62;98.65;0.2286;0.2268;0.001779;-6.410;-6.444;-27.497;0.97;162.42;
