Device : ;PAX1000IR2/M
Serial Number : ;M00533422
Firmware Version : ;1.0.3
Software Version : ;1.3.1907.145
Wavelength [nm] : ;1550
Basic Sample Rate [Hz] : ;60
Operating Mode : ;2 revolutions for one measurement, 512 points for FFT

Time[date hh:mm:ss] ; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2023-04-18 16:06:50.73;0.00:00:07:098;0.62;-0.31;0.72;0.2284;0.1383;-0.06975;0.1605;-13.39;23.01;97.65;70.27;67.81;0.2284;0.223;0.005358;-6.413;-6.516;-22.710;0.81;113.49;
2023-04-18 16:06:50.99;0.00:00:07:356;0.65;-0.32;0.69;0.2283;0.1452;-0.07068;0.1542;-12.98;21.84;97.78;67.52;70.72;0.2283;0.2232;0.005069;-6.415;-6.512;-22.951;0.83;114.63;
2023-04-18 16:06:51.24;0.00:00:07:607;0.65;-0.32;0.69;0.2283;0.1452;-0.07066;0.1542;-12.98;21.84;97.78;67.52;70.72;0.2283;0.2233;0.005073;-6.414;-6.512;-22.948;0.83;114.62;
2023-04-18 16:06:51.49;0.00:00:07:859;0.67;-0.32;0.67;0.2282;0.1507;-0.07129;0.1486;-12.66;20.85;97.89;65.12;73.08;0.2282;0.2233;0.004815;-6.418;-6.510;-23.174;0.84;115.63;
2023-04-18 16:06:51.74;0.00:00:08:110;0.68;-0.32;0.66;0.2282;0.1509;-0.07127;0.1485;-12.64;20.83;97.89;65.08;73.12;0.2282;0.2234;0.004823;-6.416;-6.509;-23.167;0.84;115.63;
2023-04-18 16:06:51.99;0.00:00:08:362;0.69;-0.32;0.64;0.2276;0.1548;-0.07212;0.1439;-12.49;20.06;98.09;63.21;75.02;0.2276;0.2233;0.004338;-6.428;-6.511;-23.627;0.85;116.62;
2023-04-18 16:06:52.25;0.00:00:08:614;0.71;-0.32;0.63;0.2279;0.1579;-0.07199;0.1407;-12.26;19.52;98.03;61.74;76.14;0.2279;0.2234;0.004493;-6.423;-6.509;-23.474;0.85;117.09;
2023-04-18 16:06:52.50;0.00:00:08:865;0.71;-0.32;0.63;0.2279;0.1579;-0.072;0.1407;-12.25;19.52;98.03;61.74;76.15;0.2279;0.2234;0.004482;-6.422;-6.509;-23.485;0.85;117.10;
2023-04-18 16:06:52.75;0.00:00:09:119;0.74;-0.32;0.59;0.2277;0.1654;-0.07252;0.1318;-11.84;18.06;98.18;57.87;79.31;0.2277;0.2236;0.004142;-6.426;-6.506;-23.828;0.87;118.82;
2023-04-18 16:06:53.00;0.00:00:09:371;0.74;-0.32;0.59;0.2277;0.1654;-0.07251;0.1318;-11.84;18.06;98.18;57.87;79.31;0.2277;0.2236;0.004147;-6.426;-6.506;-23.823;0.87;118.82;
2023-04-18 16:06:53.25;0.00:00:09:622;0.76;-0.32;0.57;0.2275;0.1695;-0.07253;0.1264;-11.58;17.22;98.27;55.58;81.04;0.2275;0.2235;0.003932;-6.431;-6.507;-24.053;0.88;119.84;
2023-04-18 16:06:53.50;0.00:00:09:871;0.76;-0.32;0.56;0.2275;0.1698;-0.07245;0.1262;-11.56;17.18;98.25;55.44;81.11;0.2275;0.2236;0.003976;-6.429;-6.506;-24.005;0.88;119.87;
2023-04-18 16:06:53.76;0.00:00:10:125;0.77;-0.33;0.55;0.2269;0.1716;-0.07282;0.1229;-11.50;16.70;98.41;54.16;82.16;0.2269;0.2233;0.003608;-6.441;-6.511;-24.427;0.88;120.65;
2023-04-18 16:06:54.01;0.00:00:10:376;0.78;-0.32;0.53;0.2272;0.1748;-0.07242;0.119;-11.25;16.09;98.37;52.38;83.26;0.2272;0.2235;0.003714;-6.436;-6.507;-24.301;0.89;121.32;
2023-04-18 16:06:54.27;0.00:00:10:639;0.78;-0.32;0.53;0.2273;0.1749;-0.07237;0.119;-11.24;16.08;98.36;52.36;83.27;0.2273;0.2235;0.00372;-6.435;-6.506;-24.294;0.89;121.31;
2023-04-18 16:06:54.53;0.00:00:10:897;0.80;-0.32;0.50;0.2272;0.1792;-0.07197;0.1128;-10.94;15.14;98.45;49.64;85.02;0.2272;0.2237;0.003522;-6.436;-6.504;-24.532;0.90;122.54;
2023-04-18 16:06:54.78;0.00:00:11:147;0.80;-0.32;0.50;0.2272;0.1793;-0.072;0.1128;-10.94;15.14;98.45;49.64;85.02;0.2272;0.2237;0.003513;-6.435;-6.503;-24.543;0.90;122.55;
2023-04-18 16:06:55.03;0.00:00:11:401;0.83;-0.32;0.47;0.2271;0.1849;-0.07128;0.1042;-10.54;13.87;98.58;45.87;87.25;0.2271;0.2239;0.003237;-6.437;-6.499;-24.899;0.91;124.38;
2023-04-18 16:06:55.29;0.00:00:11:656;0.83;-0.32;0.46;0.2272;0.185;-0.07135;0.1041;-10.54;13.85;98.59;45.84;87.28;0.2272;0.224;0.003212;-6.436;-6.498;-24.932;0.91;124.41;
2023-04-18 16:06:55.54;0.00:00:11:907;0.83;-0.32;0.46;0.2271;0.1853;-0.0715;0.1037;-10.55;13.78;98.65;45.65;87.45;0.2271;0.224;0.003067;-6.438;-6.497;-25.132;0.91;124.60;
2023-04-18 16:06:55.79;0.00:00:12:156;0.85;-0.31;0.43;0.2272;0.1898;-0.07022;0.09663;-10.15;12.76;98.69;42.53;89.06;0.2272;0.2242;0.002966;-6.436;-6.493;-25.278;0.92;126.01;
2023-04-18 16:06:56.04;0.00:00:12:407;0.85;-0.31;0.43;0.2271;0.1897;-0.07017;0.09662;-10.15;12.77;98.69;42.54;89.05;0.2271;0.2242;0.002987;-6.437;-6.494;-25.248;0.92;125.99;
2023-04-18 16:06:56.29;0.00:00:12:658;0.87;-0.31;0.39;0.227;0.1945;-0.06865;0.08799;-9.72;11.55;98.78;38.76;90.86;0.227;0.2243;0.002768;-6.439;-6.492;-25.579;0.93;127.96;
2023-04-18 16:06:56.56;0.00:00:12:928;0.87;-0.31;0.39;0.2271;0.1946;-0.06868;0.08796;-9.72;11.54;98.79;38.73;90.88;0.2271;0.2244;0.002749;-6.438;-6.490;-25.608;0.93;127.98;
2023-04-18 16:06:56.81;0.00:00:13:181;0.88;-0.30;0.37;0.2271;0.1977;-0.06757;0.08246;-9.44;10.77;98.87;36.30;91.97;0.2271;0.2246;0.002563;-6.437;-6.486;-25.913;0.94;129.33;
2023-04-18 16:06:57.06;0.00:00:13:432;0.88;-0.30;0.37;0.2272;0.1976;-0.06741;0.08251;-9.42;10.78;98.84;36.32;91.93;0.2272;0.2245;0.002624;-6.437;-6.487;-25.810;0.94;129.25;
2023-04-18 16:06:57.32;0.00:00:13:685;0.88;-0.30;0.36;0.2268;0.1983;-0.06759;0.0808;-9.41;10.55;98.99;35.63;92.35;0.2268;0.2245;0.002299;-6.443;-6.488;-26.384;0.94;129.91;
2023-04-18 16:06:57.57;0.00:00:13:938;0.90;-0.29;0.33;0.2272;0.2023;-0.06537;0.07323;-8.95;9.50;98.95;32.23;93.56;0.2272;0.2248;0.002377;-6.436;-6.481;-26.240;0.95;131.75;
2023-04-18 16:06:57.82;0.00:00:14:189;0.90;-0.29;0.33;0.2272;0.2023;-0.06538;0.07316;-8.95;9.49;98.95;32.19;93.57;0.2272;0.2249;0.002385;-6.435;-6.481;-26.225;0.95;131.79;
2023-04-18 16:06:58.07;0.00:00:14:439;0.91;-0.28;0.29;0.2272;0.2057;-0.06358;0.06547;-8.59;8.46;99.03;28.81;94.74;0.2272;0.225;0.002211;-6.435;-6.478;-26.555;0.96;134.16;
2023-04-18 16:06:58.32;0.00:00:14:687;0.91;-0.28;0.29;0.2273;0.2057;-0.06354;0.06546;-8.58;8.45;99.02;28.80;94.74;0.2273;0.2251;0.002217;-6.435;-6.477;-26.543;0.96;134.15;
2023-04-18 16:06:58.57;0.00:00:14:942;0.92;-0.28;0.26;0.2272;0.208;-0.06218;0.05957;-8.32;7.67;99.09;26.22;95.56;0.2272;0.2252;0.002066;-6.436;-6.475;-26.848;0.96;136.23;
2023-04-18 16:06:58.83;0.00:00:15:195;0.92;-0.28;0.26;0.2272;0.2081;-0.06211;0.05954;-8.31;7.67;99.09;26.20;95.56;0.2272;0.2252;0.002076;-6.435;-6.475;-26.828;0.96;136.21;
2023-04-18 16:06:59.08;0.00:00:15:446;0.93;-0.27;0.24;0.2264;0.2094;-0.06108;0.05369;-8.13;6.91;99.21;23.72;96.34;0.2264;0.2246;0.001784;-6.451;-6.486;-27.487;0.97;138.68;
2023-04-18 16:06:59.33;0.00:00:15:698;0.94;-0.27;0.23;0.227;0.211;-0.05984;0.05092;-7.92;6.54;99.16;22.43;96.59;0.227;0.2251;0.001908;-6.439;-6.476;-27.195;0.97;139.61;
2023-04-18 16:06:59.58;0.00:00:15:949;0.94;-0.27;0.23;0.227;0.2109;-0.05979;0.05094;-7.91;6.54;99.15;22.44;96.58;0.227;0.2251;0.001919;-6.439;-6.476;-27.169;0.97;139.57;
2023-04-18 16:06:59.83;0.00:00:16:200;0.95;-0.25;0.19;0.2269;0.2139;-0.05662;0.04176;-7.41;5.34;99.21;18.40;97.49;0.2269;0.2252;0.001791;-6.441;-6.475;-27.470;0.97;143.59;
2023-04-18 16:07:00.08;0.00:00:16:448;0.95;-0.25;0.19;0.2269;0.2139;-0.05662;0.04175;-7.41;5.34;99.23;18.40;97.50;0.2269;0.2252;0.001758;-6.441;-6.475;-27.550;0.97;143.59;
2023-04-18 16:07:00.34;0.00:00:16:705;0.96;-0.24;0.15;0.2268;0.2158;-0.05381;0.03451;-7.00;4.41;99.25;15.22;98.08;0.2268;0.2251;0.001695;-6.444;-6.476;-27.708;0.98;147.32;
2023-04-18 16:07:00.59;0.00:00:16:953;0.96;-0.24;0.15;0.2269;0.2159;-0.05379;0.03443;-6.99;4.40;99.26;15.18;98.10;0.2269;0.2252;0.001673;-6.442;-6.475;-27.766;0.98;147.38;
2023-04-18 16:07:00.84;0.00:00:17:205;0.96;-0.24;0.14;0.2265;0.2164;-0.05296;0.03125;-6.88;3.99;99.34;13.80;98.38;0.2265;0.225;0.001485;-6.450;-6.479;-28.284;0.98;149.46;
2023-04-18 16:07:01.09;0.00:00:17:458;0.97;-0.23;0.13;0.2269;0.2177;-0.05121;0.02827;-6.62;3.60;99.32;12.46;98.53;0.2269;0.2254;0.001549;-6.441;-6.471;-28.100;0.98;151.10;
2023-04-18 16:07:01.34;0.00:00:17:709;0.97;-0.23;0.12;0.2267;0.2175;-0.05122;0.0279;-6.63;3.56;99.34;12.31;98.57;0.2267;0.2252;0.001501;-6.446;-6.474;-28.237;0.98;151.43;
2023-04-18 16:07:01.59;0.00:00:17:961;0.97;-0.22;0.09;0.2269;0.2192;-0.04852;0.02138;-6.24;2.72;99.37;9.42;98.92;0.2269;0.2255;0.001433;-6.441;-6.469;-28.437;0.99;156.21;
2023-04-18 16:07:01.84;0.00:00:18:212;0.97;-0.22;0.09;0.2268;0.219;-0.04849;0.0213;-6.24;2.71;99.35;9.39;98.90;0.2268;0.2253;0.001477;-6.444;-6.472;-28.305;0.99;156.28;
2023-04-18 16:07:02.10;0.00:00:18:463;0.98;-0.20;0.06;0.2267;0.2204;-0.0446;0.01292;-5.72;1.64;99.37;5.70;99.21;0.2267;0.2253;0.001432;-6.445;-6.473;-28.442;0.99;163.85;
2023-04-18 16:07:02.35;0.00:00:18:713;0.98;-0.20;0.06;0.2267;0.2204;-0.04474;0.01284;-5.74;1.63;99.39;5.67;99.23;0.2267;0.2253;0.001386;-6.446;-6.473;-28.583;0.99;163.98;
2023-04-18 16:07:02.60;0.00:00:18:966;0.98;-0.19;0.03;0.2266;0.2212;-0.04207;0.007777;-5.38;0.99;99.40;3.43;99.34;0.2266;0.2253;0.00137;-6.447;-6.473;-28.631;0.99;169.53;
2023-04-18 16:07:02.85;0.00:00:19:219;0.98;-0.19;0.03;0.2268;0.2213;-0.04204;0.007726;-5.38;0.98;99.40;3.41;99.34;0.2268;0.2254;0.001368;-6.444;-6.470;-28.640;0.99;169.59;
2023-04-18 16:07:03.11;0.00:00:19:481;0.98;-0.18;0.03;0.2266;0.2214;-0.04149;0.005861;-5.31;0.75;99.44;2.59;99.41;0.2266;0.2253;0.001269;-6.447;-6.471;-28.965;0.99;171.96;
2023-04-18 16:07:03.37;0.00:00:19:740;0.99;-0.17;0.01;0.2274;0.2228;-0.03863;0.001456;-4.92;0.18;99.43;0.64;99.43;0.2274;0.2261;0.001301;-6.431;-6.456;-28.856;0.99;177.84;
2023-04-18 16:07:03.62;0.00:00:19:990;0.99;-0.17;0.01;0.2276;0.2229;-0.03874;0.001432;-4.93;0.18;99.43;0.63;99.43;0.2276;0.2263;0.001296;-6.428;-6.453;-28.874;0.99;177.88;
2023-04-18 16:07:03.88;0.00:00:20:244;0.99;-0.16;-0.02;0.2278;0.2237;-0.03531;-0.004876;-4.49;-0.62;99.43;2.14;99.41;0.2278;0.2265;0.001289;-6.425;-6.450;-28.899;0.99;-172.14;
2023-04-18 16:07:04.13;0.00:00:20:496;0.99;-0.16;-0.02;0.2279;0.2238;-0.03535;-0.004876;-4.49;-0.62;99.44;2.14;99.42;0.2279;0.2266;0.00127;-6.423;-6.448;-28.963;0.99;-172.15;
2023-04-18 16:07:04.38;0.00:00:20:749;0.99;-0.14;-0.05;0.2281;0.2244;-0.0314;-0.0115;-3.98;-1.45;99.46;5.04;99.33;0.2281;0.2268;0.001236;-6.419;-6.443;-29.079;0.99;-159.89;
2023-04-18 16:07:04.63;0.00:00:20:997;0.99;-0.14;-0.05;0.2281;0.2244;-0.03136;-0.01149;-3.98;-1.45;99.46;5.04;99.33;0.2281;0.2269;0.001241;-6.419;-6.442;-29.063;0.99;-159.88;
2023-04-18 16:07:04.88;0.00:00:21:249;0.99;-0.13;-0.07;0.2277;0.2241;-0.0289;-0.01575;-3.67;-1.99;99.46;6.92;99.22;0.2277;0.2265;0.001223;-6.426;-6.449;-29.125;0.99;-151.40;
2023-04-18 16:07:05.13;0.00:00:21:500;0.99;-0.12;-0.08;0.2282;0.2246;-0.02787;-0.01724;-3.54;-2.18;99.46;7.56;99.17;0.2282;0.2269;0.001228;-6.417;-6.441;-29.108;0.99;-148.26;
2023-04-18 16:07:05.38;0.00:00:21:749;0.99;-0.12;-0.08;0.2282;0.2246;-0.02777;-0.01722;-3.53;-2.18;99.46;7.55;99.17;0.2282;0.2269;0.001234;-6.418;-6.441;-29.088;0.99;-148.21;
2023-04-18 16:07:05.63;0.00:00:22:003;0.99;-0.11;-0.10;0.2283;0.2248;-0.02414;-0.02193;-3.06;-2.77;99.46;9.60;99.00;0.2283;0.2271;0.001229;-6.414;-6.438;-29.105;0.99;-137.74;
2023-04-18 16:07:05.88;0.00:00:22:250;0.99;-0.11;-0.09;0.2282;0.2247;-0.02385;-0.02134;-3.03;-2.70;99.47;9.35;99.03;0.2282;0.227;0.00121;-6.417;-6.441;-29.173;1.00;-138.17;
2023-04-18 16:07:06.14;0.00:00:22:504;0.99;-0.09;-0.12;0.2283;0.2247;-0.02057;-0.02639;-2.62;-3.34;99.49;11.56;98.82;0.2283;0.2272;0.001166;-6.415;-6.437;-29.335;0.99;-127.94;
2023-04-18 16:07:06.39;0.00:00:22:756;0.99;-0.09;-0.12;0.2282;0.2246;-0.02047;-0.0264;-2.60;-3.34;99.48;11.57;98.80;0.2282;0.227;0.001193;-6.416;-6.439;-29.235;0.99;-127.80;
2023-04-18 16:07:06.64;0.00:00:23:010;0.99;-0.08;-0.13;0.228;0.224;-0.01789;-0.03034;-2.28;-3.84;99.46;13.31;98.56;0.228;0.2268;0.001235;-6.421;-6.444;-29.083;0.99;-120.53;
2023-04-18 16:07:06.89;0.00:00:23:263;0.99;-0.08;-0.14;0.2282;0.2242;-0.01743;-0.03082;-2.22;-3.90;99.46;13.50;98.53;0.2282;0.227;0.001243;-6.416;-6.440;-29.056;0.99;-119.50;
2023-04-18 16:07:07.15;0.00:00:23:515;0.99;-0.08;-0.14;0.2282;0.2242;-0.01744;-0.03083;-2.22;-3.90;99.45;13.51;98.53;0.2282;0.2269;0.001246;-6.417;-6.441;-29.044;0.99;-119.50;
2023-04-18 16:07:07.40;0.00:00:23:766;0.99;-0.06;-0.16;0.2282;0.2237;-0.01326;-0.03632;-1.70;-4.60;99.45;15.91;98.17;0.2282;0.227;0.001253;-6.416;-6.440;-29.021;0.99;-110.05;
2023-04-18 16:07:07.65;0.00:00:24:015;0.99;-0.06;-0.16;0.2282;0.2236;-0.01325;-0.03633;-1.70;-4.61;99.45;15.92;98.17;0.2282;0.2269;0.001253;-6.417;-6.441;-29.020;0.99;-110.03;
2023-04-18 16:07:07.90;0.00:00:24:270;0.98;-0.04;-0.18;0.2283;0.223;-0.009386;-0.04112;-1.20;-5.22;99.45;18.01;97.80;0.2283;0.227;0.00126;-6.416;-6.440;-28.995;0.99;-102.86;
2023-04-18 16:07:08.15;0.00:00:24:521;0.98;-0.04;-0.18;0.2282;0.223;-0.009374;-0.04111;-1.20;-5.22;99.45;18.01;97.80;0.2282;0.227;0.001259;-6.416;-6.440;-29.000;0.99;-102.84;
2023-04-18 16:07:08.41;0.00:00:24:773;0.98;-0.02;-0.21;0.2282;0.222;-0.004957;-0.04652;-0.64;-5.92;99.42;20.39;97.31;0.2282;0.2269;0.001316;-6.417;-6.442;-28.808;0.99;-96.08;
2023-04-18 16:07:08.66;0.00:00:25:025;0.98;-0.02;-0.21;0.2283;0.2221;-0.004922;-0.04668;-0.63;-5.93;99.43;20.45;97.31;0.2283;0.227;0.001295;-6.416;-6.440;-28.878;0.99;-96.02;
2023-04-18 16:07:08.91;0.00:00:25:275;0.98;-0.02;-0.21;0.2282;0.222;-0.004904;-0.04665;-0.63;-5.93;99.42;20.44;97.30;0.2282;0.2269;0.001324;-6.416;-6.441;-28.782;0.99;-96.00;
2023-04-18 16:07:09.16;0.00:00:25:528;0.98;-0.01;-0.22;0.2283;0.2214;-0.002572;-0.04937;-0.33;-6.28;99.40;21.63;97.02;0.2283;0.2269;0.001368;-6.416;-6.442;-28.640;0.99;-92.98;
2023-04-18 16:07:09.41;0.00:00:25:779;0.98;-0.01;-0.22;0.2284;0.2216;-0.002546;-0.04943;-0.33;-6.29;99.41;21.64;97.03;0.2284;0.227;0.001339;-6.414;-6.439;-28.731;0.99;-92.95;
2023-04-18 16:07:09.67;0.00:00:26:034;0.97;0.01;-0.24;0.2286;0.2203;0.003228;-0.05545;0.42;-7.06;99.39;24.26;96.39;0.2286;0.2272;0.001389;-6.410;-6.436;-28.572;0.98;-86.67;
2023-04-18 16:07:09.92;0.00:00:26:285;0.97;0.01;-0.24;0.2286;0.2203;0.003117;-0.05549;0.41;-7.07;99.39;24.27;96.38;0.2286;0.2272;0.001399;-6.409;-6.435;-28.542;0.98;-86.79;
2023-04-18 16:07:10.17;0.00:00:26:539;0.97;0.03;-0.26;0.2288;0.2198;0.006011;-0.05832;0.78;-7.43;99.39;25.48;96.07;0.2288;0.2274;0.0014;-6.405;-6.431;-28.538;0.98;-84.12;
2023-04-18 16:07:10.42;0.00:00:26:790;0.97;0.03;-0.26;0.2288;0.2197;0.006028;-0.05831;0.79;-7.43;99.37;25.48;96.05;0.2288;0.2274;0.001434;-6.405;-6.432;-28.435;0.98;-84.10;
2023-04-18 16:07:10.67;0.00:00:27:042;0.97;0.03;-0.26;0.2289;0.2197;0.005938;-0.05832;0.77;-7.43;99.37;25.48;96.05;0.2289;0.2274;0.001433;-6.404;-6.432;-28.437;0.98;-84.19;
2023-04-18 16:07:10.93;0.00:00:27:297;0.96;0.04;-0.27;0.2291;0.2187;0.01002;-0.06236;1.31;-7.95;99.36;27.22;95.56;0.2291;0.2276;0.001469;-6.400;-6.428;-28.330;0.98;-80.87;
2023-04-18 16:07:11.18;0.00:00:27:548;0.96;0.04;-0.27;0.2291;0.2187;0.01009;-0.06241;1.32;-7.95;99.36;27.24;95.55;0.2291;0.2277;0.001465;-6.399;-6.427;-28.342;0.98;-80.82;
2023-04-18 16:07:11.43;0.00:00:27:803;0.95;0.06;-0.29;0.2292;0.2174;0.01407;-0.06613;1.85;-8.44;99.32;28.85;95.04;0.2292;0.2277;0.001561;-6.398;-6.427;-28.067;0.98;-77.99;
2023-04-18 16:07:11.69;0.00:00:28:055;0.95;0.06;-0.29;0.2293;0.2175;0.014;-0.06616;1.84;-8.44;99.33;28.85;95.05;0.2293;0.2278;0.001535;-6.396;-6.425;-28.138;0.98;-78.05;
