Device : ;PAX1000IR2/M
Serial Number : ;M00533422
Firmware Version : ;1.0.3
Software Version : ;1.3.1907.145
Wavelength [nm] : ;1550
Basic Sample Rate [Hz] : ;60
Operating Mode : ;2 revolutions for one measurement, 512 points for FFT

Time[date hh:mm:ss] ; Elapsed Time [hh:mm:ss:ms]; Normalized s 1 ; Normalized s 2 ; Normalized s 3 ; S 0 [mW]; S 1 [mW]; S 2 [mW]; S 3 [mW]; Azimuth[°] ; Ellipticity[°] ; DOP[%] ; DOCP[%] ; DOLP[%] ; Power[mW] ; Pol Power[mW] ; Unpol Power[mW] ; Power[dBm] ; Pol Power[dBm] ; Unpol Power[dBm] ; Power-Split-Ratio ; Phase Difference[°] ; Warning
2023-04-18 16:10:22.04;0.00:01:09:360;0.72;0.69;-0.03;0.2309;0.1636;0.1577;-0.005835;21.97;-0.74;98.46;2.53;98.42;0.2309;0.2273;0.003567;-6.366;-6.433;-24.476;0.86;-2.12;
2023-04-18 16:10:22.30;0.00:01:09:613;0.71;0.70;0.00;0.231;0.1621;0.1594;-0.0008376;22.26;-0.11;98.44;0.36;98.44;0.231;0.2274;0.003612;-6.364;-6.432;-24.423;0.86;-0.30;
2023-04-18 16:10:22.55;0.00:01:09:863;0.71;0.70;0.00;0.231;0.1621;0.1594;-0.0008324;22.26;-0.10;98.43;0.36;98.43;0.231;0.2274;0.003625;-6.364;-6.433;-24.406;0.86;-0.30;
2023-04-18 16:10:22.80;0.00:01:10:113;0.71;0.71;0.02;0.2314;0.161;0.1611;0.003555;22.50;0.45;98.43;1.54;98.42;0.2314;0.2278;0.00364;-6.356;-6.425;-24.389;0.85;1.26;
2023-04-18 16:10:23.05;0.00:01:10:363;0.70;0.71;0.03;0.231;0.1598;0.1613;0.006288;22.64;0.79;98.36;2.72;98.32;0.231;0.2272;0.0038;-6.364;-6.436;-24.202;0.85;2.23;
2023-04-18 16:10:23.30;0.00:01:10:614;0.70;0.71;0.03;0.2309;0.1597;0.1614;0.006269;22.65;0.79;98.38;2.71;98.34;0.2309;0.2272;0.003747;-6.365;-6.436;-24.263;0.85;2.22;
2023-04-18 16:10:23.55;0.00:01:10:868;0.70;0.72;0.05;0.231;0.1581;0.1627;0.01102;22.90;1.39;98.32;4.77;98.21;0.231;0.2271;0.003873;-6.364;-6.437;-24.120;0.85;3.88;
2023-04-18 16:10:23.80;0.00:01:11:116;0.70;0.72;0.05;0.231;0.1581;0.1627;0.01103;22.91;1.39;98.33;4.78;98.22;0.231;0.2271;0.003848;-6.364;-6.437;-24.147;0.85;3.88;
2023-04-18 16:10:24.05;0.00:01:11:369;0.68;0.73;0.09;0.231;0.1544;0.1652;0.02074;23.47;2.62;98.29;8.98;97.88;0.231;0.2271;0.003956;-6.363;-6.438;-24.027;0.84;7.15;
2023-04-18 16:10:24.30;0.00:01:11:618;0.68;0.73;0.09;0.231;0.1543;0.1651;0.02071;23.47;2.62;98.25;8.97;97.84;0.231;0.2269;0.004044;-6.365;-6.441;-23.932;0.84;7.15;
2023-04-18 16:10:24.55;0.00:01:11:870;0.68;0.73;0.10;0.2312;0.1538;0.1658;0.02239;23.57;2.83;98.29;9.68;97.82;0.2312;0.2273;0.003947;-6.359;-6.434;-24.038;0.84;7.69;
2023-04-18 16:10:24.80;0.00:01:12:122;0.67;0.73;0.11;0.231;0.1525;0.1661;0.02503;23.72;3.17;98.23;10.84;97.63;0.231;0.2269;0.004082;-6.364;-6.442;-23.891;0.84;8.57;
2023-04-18 16:10:25.05;0.00:01:12:372;0.67;0.73;0.11;0.2311;0.1525;0.1663;0.02521;23.74;3.19;98.26;10.91;97.65;0.2311;0.2271;0.004021;-6.362;-6.438;-23.956;0.84;8.62;
2023-04-18 16:10:25.31;0.00:01:12:625;0.66;0.74;0.15;0.2311;0.1487;0.1678;0.0337;24.22;4.27;98.12;14.59;97.03;0.2311;0.2267;0.00435;-6.363;-6.445;-23.616;0.83;11.36;
2023-04-18 16:10:25.56;0.00:01:12:874;0.66;0.74;0.15;0.2311;0.1487;0.1678;0.03373;24.23;4.28;98.15;14.60;97.05;0.2311;0.2268;0.004282;-6.363;-6.444;-23.683;0.83;11.36;
2023-04-18 16:10:25.81;0.00:01:13:129;0.64;0.75;0.18;0.2311;0.1453;0.169;0.04113;24.66;5.23;98.07;17.80;96.44;0.2311;0.2266;0.004465;-6.362;-6.447;-23.502;0.82;13.68;
2023-04-18 16:10:26.06;0.00:01:13:382;0.64;0.75;0.18;0.2311;0.1453;0.169;0.04114;24.66;5.23;98.08;17.81;96.45;0.2311;0.2266;0.004433;-6.363;-6.447;-23.533;0.82;13.68;
2023-04-18 16:10:26.32;0.00:01:13:635;0.63;0.75;0.20;0.2316;0.1438;0.1698;0.04513;24.87;5.73;98.05;19.48;96.09;0.2316;0.2271;0.004525;-6.353;-6.438;-23.443;0.82;14.88;
2023-04-18 16:10:26.57;0.00:01:13:884;0.63;0.75;0.21;0.2311;0.1425;0.1698;0.04709;25.00;6.00;98.03;20.37;95.89;0.2311;0.2266;0.004543;-6.361;-6.448;-23.427;0.81;15.50;
2023-04-18 16:10:26.82;0.00:01:14:136;0.63;0.75;0.21;0.2313;0.1424;0.17;0.0475;25.02;6.04;98.04;20.53;95.87;0.2313;0.2268;0.004527;-6.358;-6.443;-23.442;0.81;15.61;
2023-04-18 16:10:27.07;0.00:01:14:385;0.61;0.75;0.24;0.2311;0.139;0.1705;0.05388;25.40;6.88;97.98;23.31;95.16;0.2311;0.2265;0.004675;-6.361;-6.450;-23.303;0.81;17.54;
2023-04-18 16:10:27.32;0.00:01:14:635;0.61;0.75;0.24;0.2312;0.139;0.1704;0.05388;25.39;6.88;97.94;23.31;95.12;0.2312;0.2264;0.004771;-6.361;-6.452;-23.214;0.81;17.55;
2023-04-18 16:10:27.57;0.00:01:14:890;0.60;0.75;0.27;0.2313;0.1352;0.1708;0.06143;25.81;7.87;97.86;26.56;94.18;0.2313;0.2263;0.004956;-6.359;-6.453;-23.049;0.80;19.78;
2023-04-18 16:10:27.82;0.00:01:15:139;0.60;0.75;0.27;0.2312;0.1351;0.1708;0.06139;25.82;7.87;97.87;26.55;94.19;0.2312;0.2262;0.004935;-6.360;-6.454;-23.067;0.80;19.77;
2023-04-18 16:10:28.08;0.00:01:15:393;0.59;0.76;0.29;0.2312;0.1327;0.171;0.06586;26.10;8.46;97.85;28.49;93.62;0.2312;0.2262;0.00496;-6.360;-6.454;-23.046;0.79;21.06;
2023-04-18 16:10:28.33;0.00:01:15:646;0.59;0.76;0.29;0.2312;0.1326;0.1708;0.06589;26.08;8.47;97.81;28.50;93.57;0.2312;0.2261;0.005061;-6.361;-6.457;-22.957;0.79;21.09;
2023-04-18 16:10:28.58;0.00:01:15:898;0.56;0.76;0.33;0.2316;0.1277;0.1709;0.07535;26.62;9.72;97.72;32.54;92.14;0.2316;0.2263;0.00528;-6.353;-6.453;-22.774;0.78;23.79;
2023-04-18 16:10:28.83;0.00:01:16:150;0.56;0.75;0.34;0.2311;0.1269;0.1704;0.07632;26.66;9.88;97.69;33.02;91.94;0.2311;0.2258;0.005348;-6.361;-6.463;-22.718;0.78;24.12;
2023-04-18 16:10:29.08;0.00:01:16:401;0.56;0.75;0.34;0.2311;0.1269;0.1704;0.07631;26.67;9.88;97.70;33.03;91.95;0.2311;0.2257;0.005308;-6.363;-6.464;-22.751;0.78;24.12;
2023-04-18 16:10:29.34;0.00:01:16:653;0.55;0.75;0.36;0.2311;0.1236;0.1702;0.082;27.00;10.65;97.66;35.48;90.99;0.2311;0.2257;0.005402;-6.362;-6.464;-22.674;0.77;25.73;
2023-04-18 16:10:29.58;0.00:01:16:901;0.55;0.75;0.36;0.2311;0.1236;0.1701;0.08198;26.99;10.65;97.63;35.47;90.96;0.2311;0.2257;0.005467;-6.361;-6.465;-22.623;0.77;25.74;
2023-04-18 16:10:29.84;0.00:01:17:153;0.53;0.75;0.40;0.2312;0.119;0.1692;0.08971;27.44;11.72;97.52;38.80;89.46;0.2312;0.2255;0.005741;-6.360;-6.469;-22.410;0.76;27.93;
2023-04-18 16:10:30.11;0.00:01:17:428;0.53;0.75;0.40;0.2311;0.1189;0.1692;0.08973;27.45;11.73;97.54;38.82;89.48;0.2311;0.2255;0.00568;-6.361;-6.469;-22.456;0.76;27.94;
2023-04-18 16:10:30.37;0.00:01:17:687;0.52;0.75;0.41;0.2313;0.1168;0.1687;0.09356;27.65;12.26;97.48;40.45;88.69;0.2313;0.2255;0.005837;-6.358;-6.469;-22.338;0.76;29.02;
2023-04-18 16:10:30.62;0.00:01:17:935;0.52;0.75;0.42;0.231;0.1164;0.1685;0.09372;27.68;12.30;97.48;40.57;88.64;0.231;0.2252;0.005815;-6.363;-6.474;-22.355;0.76;29.09;
2023-04-18 16:10:30.87;0.00:01:18:187;0.52;0.75;0.42;0.2311;0.1165;0.1685;0.09377;27.68;12.30;97.50;40.58;88.65;0.2311;0.2253;0.005786;-6.363;-6.473;-22.376;0.76;29.09;
2023-04-18 16:10:31.12;0.00:01:18:437;0.50;0.74;0.45;0.2311;0.1123;0.1674;0.1004;28.08;13.24;97.42;43.44;87.20;0.2311;0.2252;0.005961;-6.362;-6.475;-22.247;0.75;30.96;
2023-04-18 16:10:31.37;0.00:01:18:687;0.50;0.74;0.45;0.2313;0.1124;0.1675;0.1005;28.07;13.24;97.43;43.45;87.21;0.2313;0.2253;0.005935;-6.359;-6.472;-22.266;0.75;30.96;
2023-04-18 16:10:31.62;0.00:01:18:941;0.47;0.73;0.49;0.2315;0.1055;0.1649;0.1112;28.69;14.79;97.28;48.03;84.60;0.2315;0.2252;0.006297;-6.355;-6.475;-22.008;0.73;33.98;
2023-04-18 16:10:31.88;0.00:01:19:194;0.47;0.73;0.49;0.2314;0.1055;0.1649;0.1111;28.70;14.79;97.28;48.03;84.59;0.2314;0.2251;0.006302;-6.356;-6.476;-22.005;0.73;33.98;
2023-04-18 16:10:32.13;0.00:01:19:453;0.46;0.73;0.51;0.2317;0.1029;0.1639;0.1153;28.94;15.39;97.24;49.76;83.54;0.2317;0.2253;0.006398;-6.352;-6.473;-21.940;0.73;35.12;
2023-04-18 16:10:32.39;0.00:01:19:712;0.46;0.73;0.51;0.2315;0.1026;0.1636;0.1156;28.95;15.45;97.20;49.92;83.40;0.2315;0.225;0.006479;-6.354;-6.477;-21.885;0.73;35.24;
2023-04-18 16:10:32.65;0.00:01:19:965;0.45;0.72;0.53;0.2319;0.1004;0.1627;0.1192;29.16;15.97;97.14;51.40;82.43;0.2319;0.2253;0.006629;-6.347;-6.473;-21.785;0.72;36.23;
2023-04-18 16:10:32.90;0.00:01:20:218;0.44;0.72;0.54;0.2316;0.09836;0.1615;0.1218;29.33;16.40;97.15;52.61;81.67;0.2316;0.225;0.006607;-6.353;-6.479;-21.800;0.72;37.03;
2023-04-18 16:10:33.15;0.00:01:20:471;0.44;0.72;0.54;0.2315;0.09833;0.1614;0.1218;29.33;16.40;97.14;52.62;81.65;0.2315;0.2249;0.00662;-6.354;-6.480;-21.791;0.72;37.04;
2023-04-18 16:10:33.40;0.00:01:20:721;0.42;0.70;0.57;0.2317;0.0935;0.1585;0.1291;29.73;17.53;97.02;55.73;79.42;0.2317;0.2248;0.006901;-6.351;-6.482;-21.611;0.71;39.17;
2023-04-18 16:10:33.65;0.00:01:20:971;0.42;0.71;0.57;0.2315;0.09334;0.1585;0.129;29.75;17.53;97.04;55.74;79.43;0.2315;0.2247;0.006857;-6.354;-6.485;-21.639;0.71;39.16;
2023-04-18 16:10:33.90;0.00:01:21:222;0.40;0.70;0.59;0.2318;0.09057;0.1567;0.1332;29.99;18.18;96.96;57.48;78.08;0.2318;0.2248;0.007053;-6.349;-6.483;-21.516;0.70;40.37;
2023-04-18 16:10:34.16;0.00:01:21:473;0.40;0.70;0.60;0.2316;0.09;0.1563;0.1338;30.03;18.29;96.97;57.78;77.87;0.2316;0.2246;0.007024;-6.352;-6.486;-21.534;0.70;40.57;
2023-04-18 16:10:34.41;0.00:01:21:724;0.40;0.69;0.60;0.2319;0.08897;0.1556;0.1355;30.12;18.55;96.90;58.45;77.29;0.2319;0.2247;0.007184;-6.347;-6.484;-21.436;0.70;41.06;
2023-04-18 16:10:34.66;0.00:01:21:976;0.38;0.68;0.62;0.2318;0.08647;0.1536;0.1392;30.31;19.15;96.89;60.06;76.04;0.2318;0.2246;0.0072;-6.349;-6.486;-21.426;0.69;42.19;
2023-04-18 16:10:34.91;0.00:01:22:227;0.38;0.68;0.62;0.2318;0.08642;0.1536;0.1392;30.32;19.15;96.90;60.06;76.04;0.2318;0.2246;0.007194;-6.349;-6.486;-21.430;0.69;42.18;
2023-04-18 16:10:35.16;0.00:01:22:479;0.36;0.67;0.65;0.232;0.08185;0.1501;0.1457;30.70;20.22;96.85;62.82;73.71;0.232;0.2247;0.007301;-6.346;-6.485;-21.366;0.68;44.15;
2023-04-18 16:10:35.41;0.00:01:22:729;0.36;0.67;0.65;0.2319;0.08177;0.15;0.1457;30.70;20.22;96.83;62.81;73.69;0.2319;0.2245;0.007357;-6.347;-6.487;-21.333;0.68;44.15;
2023-04-18 16:10:35.66;0.00:01:22:981;0.34;0.65;0.68;0.2319;0.07714;0.1457;0.1521;31.05;21.34;96.69;65.56;71.08;0.2319;0.2243;0.007668;-6.346;-6.492;-21.153;0.67;46.23;
2023-04-18 16:10:35.91;0.00:01:23:231;0.34;0.65;0.68;0.2319;0.07706;0.1457;0.1521;31.06;21.34;96.71;65.57;71.09;0.2319;0.2243;0.007623;-6.347;-6.492;-21.179;0.67;46.22;
2023-04-18 16:10:36.17;0.00:01:23:484;0.33;0.64;0.70;0.2322;0.07427;0.143;0.1561;31.28;22.05;96.63;67.24;69.41;0.2322;0.2244;0.007819;-6.342;-6.490;-21.068;0.67;47.51;
2023-04-18 16:10:36.42;0.00:01:23:733;0.33;0.63;0.70;0.2319;0.07337;0.142;0.1571;31.34;22.26;96.62;67.74;68.90;0.2319;0.2241;0.007833;-6.346;-6.495;-21.061;0.66;47.90;
2023-04-18 16:10:36.67;0.00:01:23:987;0.33;0.63;0.70;0.2319;0.07335;0.1421;0.1571;31.35;22.24;96.66;67.73;68.96;0.2319;0.2242;0.007738;-6.347;-6.495;-21.114;0.66;47.86;
2023-04-18 16:10:36.92;0.00:01:24:238;0.32;0.62;0.72;0.2319;0.07061;0.1391;0.1608;31.54;22.93;96.60;69.33;67.26;0.2319;0.224;0.007893;-6.347;-6.497;-21.028;0.66;49.14;
2023-04-18 16:10:37.17;0.00:01:24:487;0.32;0.62;0.72;0.2318;0.07056;0.1391;0.1607;31.55;22.93;96.60;69.33;67.27;0.2318;0.2239;0.007891;-6.348;-6.499;-21.029;0.66;49.13;
2023-04-18 16:10:37.42;0.00:01:24:740;0.29;0.60;0.75;0.2319;0.06586;0.1335;0.1671;31.87;24.16;96.52;72.08;64.19;0.2319;0.2238;0.008076;-6.347;-6.501;-20.928;0.65;51.39;
2023-04-18 16:10:37.67;0.00:01:24:990;0.29;0.60;0.75;0.2318;0.06583;0.1334;0.1671;31.87;24.16;96.51;72.07;64.18;0.2318;0.2237;0.008094;-6.348;-6.503;-20.919;0.65;51.39;
2023-04-18 16:10:37.92;0.00:01:25:242;0.28;0.58;0.76;0.232;0.06372;0.1305;0.1702;31.98;24.76;96.41;73.34;62.58;0.232;0.2237;0.008319;-6.345;-6.504;-20.799;0.64;52.52;
2023-04-18 16:10:38.17;0.00:01:25:490;0.28;0.58;0.76;0.2319;0.06351;0.1305;0.1702;32.03;24.77;96.48;73.41;62.60;0.2319;0.2237;0.008164;-6.347;-6.503;-20.881;0.64;52.52;
2023-04-18 16:10:38.42;0.00:01:25:739;0.28;0.58;0.76;0.2318;0.06345;0.1305;0.1701;32.03;24.77;96.46;73.40;62.59;0.2318;0.2236;0.008199;-6.349;-6.505;-20.862;0.64;52.52;
2023-04-18 16:10:38.67;0.00:01:25:992;0.27;0.57;0.78;0.2319;0.0606;0.1264;0.1741;32.20;25.58;96.40;75.08;60.47;0.2319;0.2235;0.008336;-6.348;-6.507;-20.790;0.64;54.01;
2023-04-18 16:10:38.92;0.00:01:26:241;0.27;0.57;0.78;0.2319;0.06064;0.1265;0.1741;32.19;25.57;96.41;75.07;60.49;0.2319;0.2236;0.008325;-6.347;-6.506;-20.796;0.64;54.00;
2023-04-18 16:10:39.18;0.00:01:26:496;0.25;0.53;0.81;0.2321;0.05612;0.1192;0.1806;32.40;26.94;96.34;77.83;56.78;0.2321;0.2236;0.008491;-6.344;-6.506;-20.710;0.63;56.57;
2023-04-18 16:10:39.43;0.00:01:26:745;0.25;0.53;0.81;0.2319;0.05596;0.1192;0.1805;32.42;26.95;96.34;77.84;56.77;0.2319;0.2234;0.00848;-6.347;-6.509;-20.716;0.63;56.57;
2023-04-18 16:10:39.69;0.00:01:27:003;0.24;0.52;0.82;0.2322;0.05412;0.1157;0.1833;32.46;27.57;96.19;78.92;54.99;0.2322;0.2234;0.008849;-6.341;-6.509;-20.531;0.62;57.74;
2023-04-18 16:10:39.93;0.00:01:27:251;0.23;0.50;0.83;0.2319;0.05224;0.1124;0.1856;32.54;28.13;96.25;80.04;53.45;0.2319;0.2232;0.008702;-6.347;-6.513;-20.604;0.62;58.80;
2023-04-18 16:10:40.18;0.00:01:27:502;0.23;0.50;0.83;0.232;0.05229;0.1125;0.1857;32.53;28.13;96.26;80.05;53.46;0.232;0.2233;0.00868;-6.345;-6.511;-20.615;0.62;58.80;
2023-04-18 16:10:40.44;0.00:01:27:755;0.22;0.48;0.85;0.2321;0.04986;0.1074;0.1893;32.55;28.98;96.19;81.55;51.02;0.2321;0.2233;0.008838;-6.343;-6.512;-20.536;0.61;60.43;
2023-04-18 16:10:40.69;0.00:01:28:005;0.22;0.48;0.85;0.232;0.04973;0.1075;0.1892;32.58;28.98;96.22;81.57;51.04;0.232;0.2232;0.008769;-6.345;-6.513;-20.570;0.61;60.41;
2023-04-18 16:10:40.94;0.00:01:28:258;0.21;0.46;0.86;0.2321;0.04738;0.1024;0.1926;32.58;29.82;96.16;82.97;48.60;0.2321;0.2232;0.008917;-6.343;-6.513;-20.498;0.61;62.00;
2023-04-18 16:10:41.19;0.00:01:28:509;0.21;0.46;0.86;0.2319;0.04719;0.1024;0.1925;32.63;29.82;96.18;82.99;48.63;0.2319;0.2231;0.008852;-6.347;-6.516;-20.530;0.61;61.98;
2023-04-18 16:10:41.44;0.00:01:28:762;0.21;0.46;0.86;0.2321;0.04717;0.1022;0.1927;32.61;29.85;96.15;83.02;48.51;0.2321;0.2231;0.008931;-6.344;-6.514;-20.491;0.61;62.05;
2023-04-18 16:10:41.70;0.00:01:29:014;0.20;0.43;0.88;0.232;0.04436;0.09569;0.1966;32.56;30.89;96.14;84.72;45.46;0.232;0.2231;0.008947;-6.345;-6.516;-20.483;0.60;64.04;
2023-04-18 16:10:41.94;0.00:01:29:263;0.20;0.43;0.88;0.232;0.04433;0.09567;0.1965;32.57;30.89;96.13;84.71;45.45;0.232;0.223;0.008975;-6.345;-6.517;-20.469;0.60;64.04;
2023-04-18 16:10:42.23;0.00:01:29:549;0.19;0.40;0.89;0.2321;0.04252;0.09024;0.1995;32.39;31.72;96.11;85.96;42.99;0.2321;0.223;0.009021;-6.344;-6.516;-20.448;0.60;65.66;
2023-04-18 16:10:42.48;0.00:01:29:798;0.19;0.40;0.89;0.232;0.04249;0.09023;0.1995;32.39;31.72;96.11;85.97;42.98;0.232;0.223;0.00902;-6.344;-6.517;-20.448;0.60;65.66;
2023-04-18 16:10:42.73;0.00:01:30:051;0.18;0.38;0.91;0.2321;0.04071;0.08445;0.2023;32.13;32.57;96.06;87.16;40.40;0.2321;0.2229;0.009135;-6.344;-6.518;-20.393;0.59;67.34;
2023-04-18 16:10:42.98;0.00:01:30:301;0.18;0.37;0.91;0.2321;0.04024;0.08262;0.2031;32.02;32.83;96.07;87.53;39.60;0.2321;0.2229;0.009125;-6.344;-6.518;-20.398;0.59;67.87;
2023-04-18 16:10:43.24;0.00:01:30:553;0.18;0.35;0.92;0.2321;0.03912;0.07887;0.2047;31.81;33.36;95.99;88.18;37.92;0.2321;0.2228;0.009305;-6.342;-6.520;-20.313;0.59;68.93;
2023-04-18 16:10:43.49;0.00:01:30:806;0.17;0.34;0.92;0.232;0.03823;0.07557;0.2061;31.58;33.83;96.03;88.82;36.51;0.232;0.2228;0.009205;-6.345;-6.521;-20.360;0.59;69.86;
2023-04-18 16:10:43.74;0.00:01:31:057;0.17;0.34;0.92;0.2321;0.03833;0.07554;0.2062;31.55;33.83;96.03;88.82;36.50;0.2321;0.2229;0.009219;-6.343;-6.519;-20.353;0.59;69.88;
2023-04-18 16:10:43.99;0.00:01:31:310;0.16;0.31;0.94;0.232;0.03666;0.06804;0.209;30.84;34.85;96.03;90.07;33.31;0.232;0.2228;0.009214;-6.345;-6.521;-20.356;0.58;71.96;
2023-04-18 16:10:44.24;0.00:01:31:558;0.16;0.31;0.94;0.232;0.03667;0.06801;0.209;30.83;34.85;96.03;90.07;33.30;0.232;0.2228;0.009221;-6.345;-6.521;-20.352;0.58;71.97;
2023-04-18 16:10:44.49;0.00:01:31:809;0.16;0.28;0.95;0.232;0.03556;0.06185;0.211;30.05;35.66;96.00;90.94;30.75;0.232;0.2228;0.009286;-6.344;-6.522;-20.322;0.58;73.66;
2023-04-18 16:10:44.74;0.00:01:32:059;0.16;0.28;0.95;0.2321;0.03562;0.06188;0.211;30.04;35.65;96.00;90.94;30.77;0.2321;0.2228;0.009272;-6.344;-6.521;-20.328;0.58;73.66;
2023-04-18 16:10:44.99;0.00:01:32:310;0.16;0.28;0.95;0.2321;0.03562;0.06183;0.211;30.03;35.66;95.99;90.93;30.75;0.2321;0.2228;0.009307;-6.344;-6.521;-20.312;0.58;73.67;
2023-04-18 16:10:45.24;0.00:01:32:560;0.16;0.25;0.96;0.232;0.03473;0.05504;0.213;28.87;36.50;95.99;91.80;28.05;0.232;0.2227;0.009303;-6.345;-6.523;-20.314;0.58;75.51;
2023-04-18 16:10:45.49;0.00:01:32:811;0.16;0.25;0.96;0.232;0.03468;0.05507;0.213;28.90;36.50;96.00;91.81;28.06;0.232;0.2227;0.009269;-6.346;-6.523;-20.330;0.58;75.50;
2023-04-18 16:10:45.75;0.00:01:33:064;0.15;0.22;0.96;0.232;0.03417;0.04912;0.2145;27.59;37.21;95.99;92.46;25.80;0.232;0.2227;0.009302;-6.346;-6.524;-20.314;0.58;77.10;
2023-04-18 16:10:46.00;0.00:01:33:317;0.15;0.22;0.96;0.232;0.03424;0.04917;0.2145;27.57;37.20;95.99;92.45;25.82;0.232;0.2227;0.009299;-6.345;-6.522;-20.316;0.58;77.09;
2023-04-18 16:10:46.25;0.00:01:33:567;0.15;0.18;0.97;0.2319;0.03374;0.04078;0.2162;25.20;38.12;95.99;93.23;22.82;0.2319;0.2226;0.009304;-6.347;-6.525;-20.313;0.58;79.32;
2023-04-18 16:10:46.50;0.00:01:33:816;0.15;0.18;0.97;0.2319;0.03381;0.04092;0.2162;25.22;38.10;95.98;93.22;22.89;0.2319;0.2226;0.009313;-6.346;-6.524;-20.309;0.58;79.28;
2023-04-18 16:10:46.75;0.00:01:34:069;0.15;0.18;0.97;0.2318;0.03366;0.04088;0.2161;25.27;38.11;95.99;93.23;22.85;0.2318;0.2225;0.009294;-6.349;-6.527;-20.318;0.58;79.29;
2023-04-18 16:10:47.00;0.00:01:34:322;0.15;0.16;0.98;0.2318;0.03364;0.03555;0.217;23.29;38.65;95.99;93.64;21.12;0.2318;0.2225;0.00929;-6.349;-6.527;-20.320;0.58;80.70;
2023-04-18 16:10:47.25;0.00:01:34:572;0.15;0.16;0.98;0.2318;0.03364;0.03571;0.217;23.35;38.63;96.00;93.63;21.17;0.2318;0.2225;0.009277;-6.349;-6.527;-20.326;0.58;80.66;
2023-04-18 16:10:47.51;0.00:01:34:826;0.15;0.12;0.98;0.2316;0.03374;0.02646;0.2182;19.05;39.44;95.98;94.18;18.51;0.2316;0.2223;0.009305;-6.352;-6.530;-20.313;0.58;83.08;
2023-04-18 16:10:47.76;0.00:01:35:075;0.15;0.12;0.98;0.2317;0.0338;0.02643;0.2182;19.01;39.44;95.98;94.18;18.52;0.2317;0.2224;0.009316;-6.351;-6.529;-20.308;0.58;83.09;
2023-04-18 16:10:48.01;0.00:01:35:323;0.15;0.09;0.98;0.2317;0.03432;0.01963;0.2188;14.88;39.88;95.99;94.46;17.07;0.2317;0.2224;0.009282;-6.351;-6.529;-20.324;0.58;84.87;
2023-04-18 16:10:48.25;0.00:01:35:569;0.15;0.09;0.98;0.2316;0.03424;0.01976;0.2188;14.99;39.88;96.01;94.48;17.07;0.2316;0.2223;0.009248;-6.353;-6.530;-20.340;0.58;84.84;
2023-04-18 16:10:48.51;0.00:01:35:824;0.15;0.09;0.98;0.2316;0.03432;0.01973;0.2188;14.94;39.87;96.00;94.46;17.09;0.2316;0.2224;0.009271;-6.352;-6.529;-20.329;0.58;84.85;
2023-04-18 16:10:48.76;0.00:01:36:073;0.16;0.05;0.99;0.2315;0.03547;0.01088;0.2192;8.53;40.20;96.03;94.68;16.02;0.2315;0.2223;0.009201;-6.354;-6.530;-20.361;0.58;87.16;
2023-04-18 16:10:49.00;0.00:01:36:318;0.16;0.05;0.99;0.2314;0.03534;0.01089;0.2192;8.56;40.21;96.03;94.69;15.98;0.2314;0.2223;0.009188;-6.356;-6.532;-20.368;0.58;87.16;
2023-04-18 16:10:49.25;0.00:01:36:570;0.16;0.01;0.99;0.2314;0.03667;0.002486;0.2192;1.94;40.24;96.05;94.73;15.88;0.2314;0.2223;0.00914;-6.356;-6.531;-20.390;0.58;89.35;
2023-04-18 16:10:49.50;0.00:01:36:815;0.17;0.01;0.99;0.2316;0.03671;0.002574;0.2193;2.01;40.24;96.05;94.72;15.89;0.2316;0.2224;0.009149;-6.353;-6.528;-20.386;0.58;89.33;
2023-04-18 16:10:49.75;0.00:01:37:068;0.17;-0.01;0.99;0.2315;0.0376;-0.002284;0.2192;-1.74;40.12;96.05;94.66;16.27;0.2315;0.2224;0.009143;-6.354;-6.529;-20.389;0.58;90.60;
2023-04-18 16:10:50.00;0.00:01:37:319;0.17;-0.01;0.99;0.2316;0.03782;-0.003283;0.2192;-2.48;40.09;96.08;94.67;16.39;0.2316;0.2225;0.00908;-6.353;-6.527;-20.419;0.58;90.86;
2023-04-18 16:10:50.25;0.00:01:37:570;0.17;-0.02;0.99;0.2317;0.03793;-0.003602;0.2193;-2.71;40.07;96.06;94.64;16.44;0.2317;0.2226;0.009129;-6.351;-6.525;-20.396;0.59;90.94;
2023-04-18 16:10:50.51;0.00:01:37:824;0.18;-0.04;0.98;0.2316;0.03932;-0.00964;0.2189;-6.89;39.76;96.10;94.50;17.48;0.2316;0.2226;0.009028;-6.352;-6.525;-20.444;0.59;92.52;
2023-04-18 16:10:50.76;0.00:01:38:074;0.18;-0.04;0.98;0.2317;0.03935;-0.009724;0.2189;-6.94;39.76;96.10;94.49;17.49;0.2317;0.2226;0.009035;-6.351;-6.524;-20.441;0.59;92.54;
2023-04-18 16:10:51.01;0.00:01:38:329;0.19;-0.07;0.98;0.2317;0.04136;-0.01626;0.2182;-10.73;39.24;96.13;94.20;19.18;0.2317;0.2227;0.008963;-6.351;-6.523;-20.475;0.59;94.26;
2023-04-18 16:10:51.26;0.00:01:38:581;0.19;-0.07;0.98;0.2317;0.04134;-0.01622;0.2182;-10.71;39.25;96.12;94.19;19.17;0.2317;0.2227;0.008979;-6.351;-6.523;-20.468;0.59;94.25;
